,Raw,req-label,req,chunk-count,chunks-in-req,keyword-count,keywords-in-req
236,"SE: All credit card information will be secured on the server  and only accessible by authorized Izogn administrators.  Information will be encrypted in the database.
",SE, All credit card information will be secured on the server  and only accessible by authorized Izogn administrators.  Information will be encrypted in the database.,5,"credit card information, server, izogn, information, database",11,"secure, accessible, administrator, card, information, authorized, encrypt, izogn, server, credit, database"
237,"A: The website shall be available for use 24 hours per day  365 days per year.
",A, The website shall be available for use 24 hours per day  365 days per year.,3,"for use, per day, per year",10,"day, hour, year, per, available, use, shall, 24, website, 365"
238,"A:The website shall achieve 99.5% up time.
",A,The website shall achieve 99.5% up time.,2,"achieve 99.5 %, time",5,"99.5, time, achieve, shall, website"
239,"A: All movies shall be streamed on demand  at any time of the day.
",A, All movies shall be streamed on demand  at any time of the day.,3,"be streamed on demand, time, day",6,"stream, day, movie, time, shall, demand"
240,"FT:The website shall continue to operate if the streaming server goes down.
",FT,The website shall continue to operate if the streaming server goes down.,1,streaming server,7,"streaming, continue, go, operate, shall, server, website"
241,"FT:The website shall continue to operate if the payment gateway goes down.
",FT,The website shall continue to operate if the payment gateway goes down.,1,payment gateway,7,"continue, go, operate, payment, shall, gateway, website"
242,"SC:The streaming server will support 50 simultaneous streaming connections.
",SC,The streaming server will support 50 simultaneous streaming connections.,1,streaming server,7,"support, stream, connection, streaming, 50, simultaneous, server"
243,"SC:The streaming server will support a maximum of 700 movies; new servers can be added to support more movies.
",SC,The streaming server will support a maximum of 700 movies; new servers can be added to support more movies.,2,"streaming server, maximum",8,"maximum, support, new, streaming, add, movie, 700, server"
244,"SC: The server will support a maximum of 1 000 simultaneous users.
",SC, The server will support a maximum of 1 000 simultaneous users.,2,"server, maximum",7,"maximum, support, 000, simultaneous, 1, user, server"
245,"SC: The website shall be capable of supporting 100 000 customers.
",SC, The website shall be capable of supporting 100 000 customers.,0,,7,"support, 100, 000, customer, shall, capable, website"
